date,state,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,lat,long
2/1/22,Johor,1691.8,1643.2,48.7,755.6,69.1,2.9,1.4854,103.7618
2/1/22,Kedah,921,893.2,27.8,464.2,66.5,3,6.1184,100.3685
2/1/22,Kelantan,689,665.3,23.7,415,62.4,3.4,6.1254,102.2381
2/1/22,Melaka,561.4,547.5,13.9,256.2,68.7,2.5,2.1896,102.2501
2/1/22,Negeri Sembilan,657.6,640.7,16.9,315,67.6,2.6,2.7258,101.9424
2/1/22,Pahang,756.4,734.2,22.2,386.8,66.2,2.9,3.8126,103.3256
2/1/22,Perak,1089.2,1055,34.1,591.5,64.8,3.1,4.5921,101.0901
2/1/22,Perlis,130.9,127,3.9,74.7,63.7,3,6.4449,100.2045
2/1/22,Pulau Pinang,806.6,785.3,21.3,357.9,69.3,2.6,5.4141,100.3288
2/1/22,Putrajaya,81.3,78.9,2.4,37,68.7,2.9,2.9264,101.6964
2/1/22,Sabah,1305.9,1241.7,64.2,732.8,64.1,4.9,5.9788,116.0753
2/1/22,Sarawak,1216.1,1173.5,42.7,599,67,3.5,1.5533,110.3592
2/1/22,Selangor,3360.3,3276.1,84.2,1451.9,69.8,2.5,3.0738,101.5183
2/1/22,Terengganu,606.8,584.8,22.1,326.8,65,3.6,5.329,103.137
2/1/22,W.P. Kuala Lumpur,1004,972,32,422.2,70.4,3.2,3.139,101.6869
2/1/22,W.P. Labuan,111.5,106.6,4.9,57.8,65.8,4.4,5.2831,115.2308
3/1/19,Johor,1694.5,1645.7,48.8,782.8,68.4,2.9,1.4854,103.7618
3/1/19,Kedah,900.9,874.2,26.7,468.8,65.8,3,6.1184,100.3685
3/1/19,Kelantan,704.5,684.7,19.8,406,63.4,2.8,6.1254,102.2381
3/1/19,Melaka,554.4,540.9,13.5,267.8,67.4,2.4,2.1896,102.2501
3/1/19,Negeri Sembilan,662,644.2,17.8,341.6,66,2.7,2.7258,101.9424
3/1/19,Pahang,759.3,741,18.3,397.4,65.6,2.4,3.8126,103.3256
3/1/19,Perak,1111.8,1079,32.8,607.1,64.7,2.9,4.5921,101.0901
3/1/19,Perlis,131.3,127.7,3.6,70.8,65,2.8,6.4449,100.2045
3/1/19,Pulau Pinang,799.8,780.3,19.5,357.5,69.1,2.4,5.4141,100.3288
3/1/19,Putrajaya,80,78,2,39.9,66.7,2.6,2.9264,101.6964
3/1/19,Sabah,1330.7,1263.2,67.5,732.3,64.5,5.1,5.9788,116.0753
3/1/19,Sarawak,1229.6,1191.8,37.8,625.4,66.3,3.1,1.5533,110.3592
3/1/19,Selangor,3302.4,3225.7,76.8,1364.2,70.8,2.3,3.0738,101.5183
3/1/19,Terengganu,609.8,591.5,18.3,330.3,64.9,3,5.329,103.137
3/1/19,W.P. Kuala Lumpur,999.8,971.2,28.7,424.7,70.2,2.9,3.139,101.6869
3/1/19,W.P. Labuan,113.3,108.1,5.2,53.9,67.7,4.6,5.2831,115.2308
3/1/20,Johor,1704.9,1630.4,74.5,794.6,68.2,4.4,1.4854,103.7618
3/1/20,Kedah,912.1,874,38.2,440.6,67.4,4.2,6.1184,100.3685
3/1/20,Kelantan,709.7,677.3,32.4,418.6,62.9,4.6,6.1254,102.2381
3/1/20,Melaka,558.9,537.7,21.2,254.1,68.8,3.8,2.1896,102.2501
3/1/20,Negeri Sembilan,653.7,626.5,27.2,326.2,66.7,4.2,2.7258,101.9424
3/1/20,Pahang,768.7,737.9,30.9,400.9,65.7,4,3.8126,103.3256
3/1/20,Perak,1114.5,1064.4,50,604,64.9,4.5,4.5921,101.0901
3/1/20,Perlis,128.4,123.2,5.2,73.8,63.5,4,6.4449,100.2045
3/1/20,Pulau Pinang,789.4,760.9,28.6,364.3,68.4,3.6,5.4141,100.3288
3/1/20,Putrajaya,81.3,78.3,3,38.7,67.8,3.7,2.9264,101.6964
3/1/20,Sabah,1310.4,1227.2,83.2,715.9,64.7,6.4,5.9788,116.0753
3/1/20,Sarawak,1199.6,1141.9,57.7,591.8,67,4.8,1.5533,110.3592
3/1/20,Selangor,3300.8,3165.1,135.7,1384.3,70.5,4.1,3.0738,101.5183
3/1/20,Terengganu,604.7,576.3,28.4,320.1,65.4,4.7,5.329,103.137
3/1/20,W.P. Kuala Lumpur,1017,975.3,41.7,448.9,69.4,4.1,3.139,101.6869
3/1/20,W.P. Labuan,110.9,104.7,6.2,59,65.3,5.6,5.2831,115.2308
3/1/21,Johor,1714.1,1642.2,71.9,804.2,68.1,4.2,1.4854,103.7618
3/1/21,Kedah,922.7,886.1,36.5,485.5,65.5,4,6.1184,100.3685
3/1/21,Kelantan,701.9,671.4,30.6,418.9,62.6,4.4,6.1254,102.2381
3/1/21,Melaka,555.3,535.3,20,249,69,3.6,2.1896,102.2501
3/1/21,Negeri Sembilan,663,636.7,26.2,325.7,67.1,4,2.7258,101.9424
3/1/21,Pahang,754.1,724.9,29.2,389,66,3.9,3.8126,103.3256
3/1/21,Perak,1101.8,1055.2,46.6,583,65.4,4.2,4.5921,101.0901
3/1/21,Perlis,132.1,126.4,5.7,71.4,64.9,4.3,6.4449,100.2045
3/1/21,Pulau Pinang,805,777,28,357.9,69.2,3.5,5.4141,100.3288
3/1/21,Putrajaya,79.1,76,3.1,37,68.2,3.9,2.9264,101.6964
3/1/21,Sabah,1313.3,1227.6,85.7,750.3,63.6,6.5,5.9788,116.0753
3/1/21,Sarawak,1216.4,1159.9,56.4,602.7,66.9,4.6,1.5533,110.3592
3/1/21,Selangor,3261.4,3132.2,129.1,1411.6,69.8,4,3.0738,101.5183
3/1/21,Terengganu,606.4,580.7,25.7,324.4,65.2,4.2,5.329,103.137
3/1/21,W.P. Kuala Lumpur,1009.8,968.7,41,408.4,71.2,4.1,3.139,101.6869
3/1/21,W.P. Labuan,111.3,105,6.3,58,65.7,5.6,5.2831,115.2308
3/1/22,Johor,1702,1646.4,55.7,750.3,69.4,3.3,1.4854,103.7618
3/1/22,Kedah,923,895.8,27.3,486.7,65.5,3,6.1184,100.3685
3/1/22,Kelantan,712.2,690.3,21.9,417.7,63,3.1,6.1254,102.2381
3/1/22,Melaka,557.8,542.1,15.7,258.3,68.3,2.8,2.1896,102.2501
3/1/22,Negeri Sembilan,657.9,636.9,21,326.3,66.8,3.2,2.7258,101.9424
3/1/22,Pahang,750.7,728.2,22.5,392.9,65.6,3,3.8126,103.3256
3/1/22,Perak,1120.7,1087.7,32.9,627.6,64.1,2.9,4.5921,101.0901
3/1/22,Perlis,128.7,125,3.7,72.3,64,2.9,6.4449,100.2045
3/1/22,Pulau Pinang,804.9,784.2,20.7,355,69.4,2.6,5.4141,100.3288
3/1/22,Putrajaya,81,78.8,2.2,37.2,68.5,2.7,2.9264,101.6964
3/1/22,Sabah,1316,1244.5,71.5,746,63.8,5.4,5.9788,116.0753
3/1/22,Sarawak,1217.7,1175.5,42.2,611.1,66.6,3.5,1.5533,110.3592
3/1/22,Selangor,3367.4,3279.2,88.2,1359.7,71.2,2.6,3.0738,101.5183
3/1/22,Terengganu,609.9,586.3,23.7,337.9,64.3,3.9,5.329,103.137
3/1/22,W.P. Kuala Lumpur,1020.2,989.3,30.9,433.6,70.2,3,3.139,101.6869
3/1/22,W.P. Labuan,110.9,105.6,5.2,56.1,66.4,4.7,5.2831,115.2308
4/1/19,Johor,1700.9,1655.4,45.5,773.1,68.8,2.7,1.4854,103.7618
4/1/19,Kedah,906.5,881.8,24.8,453.8,66.6,2.7,6.1184,100.3685
4/1/19,Kelantan,705,686.2,18.8,425.2,62.4,2.7,6.1254,102.2381
4/1/19,Melaka,552.1,536.3,15.8,260.2,68,2.9,2.1896,102.2501
4/1/19,Negeri Sembilan,656.5,640.1,16.4,314.8,67.6,2.5,2.7258,101.9424
4/1/19,Pahang,747.6,728.5,19.1,395.2,65.4,2.6,3.8126,103.3256
4/1/19,Perak,1132.9,1098.2,34.8,623.4,64.5,3.1,4.5921,101.0901
4/1/19,Perlis,130,126.2,3.7,71.3,64.6,2.9,6.4449,100.2045
4/1/19,Pulau Pinang,805.7,787.4,18.3,362.4,69,2.3,5.4141,100.3288
4/1/19,Putrajaya,82,80,2,36.8,69,2.5,2.9264,101.6964
4/1/19,Sabah,1317.1,1254.4,62.6,749.7,63.7,4.8,5.9788,116.0753
4/1/19,Sarawak,1195.1,1153,42,585.9,67.1,3.5,1.5533,110.3592
4/1/19,Selangor,3333.9,3245.3,88.6,1366.4,70.9,2.7,3.0738,101.5183
4/1/19,Terengganu,613,593.3,19.7,328.2,65.1,3.2,5.329,103.137
4/1/19,W.P. Kuala Lumpur,1019.7,989.1,30.7,431.7,70.3,3,3.139,101.6869
4/1/19,W.P. Labuan,111.2,106.5,4.7,59.2,65.3,4.2,5.2831,115.2308
4/1/20,Johor,1713.1,1649,64.1,745.5,69.7,3.7,1.4854,103.7618
4/1/20,Kedah,894.3,855,39.3,472.2,65.4,4.4,6.1184,100.3685
4/1/20,Kelantan,708,678.5,29.5,407.7,63.5,4.2,6.1254,102.2381
4/1/20,Melaka,548.6,527.1,21.5,255,68.3,3.9,2.1896,102.2501
4/1/20,Negeri Sembilan,659.2,632.5,26.7,326.3,66.9,4.1,2.7258,101.9424
4/1/20,Pahang,757.7,725.4,32.3,382.3,66.5,4.3,3.8126,103.3256
4/1/20,Perak,1091.7,1042.6,49.1,623.4,63.7,4.5,4.5921,101.0901
4/1/20,Perlis,132.7,127.6,5.1,76.6,63.4,3.8,6.4449,100.2045
4/1/20,Pulau Pinang,807.7,774.1,33.6,353.5,69.6,4.2,5.4141,100.3288
4/1/20,Putrajaya,79.3,76.3,3,37.2,68.1,3.8,2.9264,101.6964
4/1/20,Sabah,1318,1236,82,748.6,63.8,6.2,5.9788,116.0753
4/1/20,Sarawak,1210.5,1157.3,53.2,601.1,66.8,4.4,1.5533,110.3592
4/1/20,Selangor,3396.2,3252.6,143.6,1316.1,72.1,4.2,3.0738,101.5183
4/1/20,Terengganu,599.7,570.7,29,315.7,65.5,4.8,5.329,103.137
4/1/20,W.P. Kuala Lumpur,1013.1,970.3,42.8,418.8,70.7,4.2,3.139,101.6869
4/1/20,W.P. Labuan,111.8,105.1,6.7,56.6,66.4,6,5.2831,115.2308
4/1/21,Johor,1687.9,1624.3,63.6,772.5,68.6,3.8,1.4854,103.7618
4/1/21,Kedah,899.1,867.8,31.3,462.5,66,3.5,6.1184,100.3685
4/1/21,Kelantan,710.4,680.9,29.5,409.2,63.5,4.1,6.1254,102.2381
4/1/21,Melaka,541.1,519.8,21.4,261.7,67.4,3.9,2.1896,102.2501
4/1/21,Negeri Sembilan,637.6,614.8,22.7,317,66.8,3.6,2.7258,101.9424
4/1/21,Pahang,762.5,732.2,30.4,400,65.6,4,3.8126,103.3256
4/1/21,Perak,1115.7,1070.5,45.3,572.2,66.1,4.1,4.5921,101.0901
4/1/21,Perlis,131.6,126,5.6,76.9,63.1,4.2,6.4449,100.2045
4/1/21,Pulau Pinang,800.8,772,28.8,365.5,68.7,3.6,5.4141,100.3288
4/1/21,Putrajaya,81,78.1,2.9,37.7,68.3,3.6,2.9264,101.6964
4/1/21,Sabah,1290.9,1208.4,82.5,721.8,64.1,6.4,5.9788,116.0753
4/1/21,Sarawak,1213.9,1160.8,53.1,624,66,4.4,1.5533,110.3592
4/1/21,Selangor,3353.1,3232.9,120.2,1445.7,69.9,3.6,3.0738,101.5183
4/1/21,Terengganu,610.5,582.5,28,326.4,65.2,4.6,5.329,103.137
4/1/21,W.P. Kuala Lumpur,1027.3,985.8,41.4,434.4,70.3,4,3.139,101.6869
4/1/21,W.P. Labuan,113.9,107.6,6.3,59,65.9,5.5,5.2831,115.2308
4/1/22,Johor,1704.2,1655,49.2,791.6,68.3,2.9,1.4854,103.7618
4/1/22,Kedah,891.3,861.4,30,450.3,66.4,3.4,6.1184,100.3685
4/1/22,Kelantan,716,691.4,24.7,438.4,62,3.4,6.1254,102.2381
4/1/22,Melaka,562.6,546.7,15.9,268.1,67.7,2.8,2.1896,102.2501
4/1/22,Negeri Sembilan,642.6,625.3,17.3,314.2,67.2,2.7,2.7258,101.9424
4/1/22,Pahang,758,734.4,23.6,407,65.1,3.1,3.8126,103.3256
4/1/22,Perak,1120.8,1087.5,33.3,616.1,64.5,3,4.5921,101.0901
4/1/22,Perlis,128.3,124.5,3.8,72.7,63.8,3,6.4449,100.2045
4/1/22,Pulau Pinang,794.5,773.8,20.7,352.4,69.3,2.6,5.4141,100.3288
4/1/22,Putrajaya,81.5,79.5,2,38.7,67.8,2.5,2.9264,101.6964
4/1/22,Sabah,1297.3,1225.7,71.5,740.3,63.7,5.5,5.9788,116.0753
4/1/22,Sarawak,1217.6,1173.5,44.1,601.8,66.9,3.6,1.5533,110.3592
4/1/22,Selangor,3290.3,3193.9,96.4,1342.6,71,2.9,3.0738,101.5183
4/1/22,Terengganu,602.4,581.6,20.7,320.6,65.3,3.4,5.329,103.137
4/1/22,W.P. Kuala Lumpur,1013.8,989.3,24.5,427.6,70.3,2.4,3.139,101.6869
4/1/22,W.P. Labuan,112.3,107,5.3,62.7,64.2,4.7,5.2831,115.2308
5/1/19,Johor,1702,1658.1,43.9,733.7,69.9,2.6,1.4854,103.7618
5/1/19,Kedah,896.4,873,23.5,453.9,66.4,2.6,6.1184,100.3685
5/1/19,Kelantan,703.5,681.9,21.6,414.9,62.9,3.1,6.1254,102.2381
5/1/19,Melaka,560.5,545.8,14.7,263.1,68.1,2.6,2.1896,102.2501
5/1/19,Negeri Sembilan,639.9,624.4,15.6,315.6,67,2.4,2.7258,101.9424
5/1/19,Pahang,744.6,725,19.6,392.7,65.5,2.6,3.8126,103.3256
5/1/19,Perak,1115.6,1083.2,32.4,622,64.2,2.9,4.5921,101.0901
5/1/19,Perlis,130,126.1,3.9,73.8,63.8,3,6.4449,100.2045
5/1/19,Pulau Pinang,808.3,789.2,19.1,349.7,69.8,2.4,5.4141,100.3288
5/1/19,Putrajaya,80.3,78.3,1.9,38.9,67.4,2.4,2.9264,101.6964
5/1/19,Sabah,1297.5,1232,65.5,734.1,63.9,5,5.9788,116.0753
5/1/19,Sarawak,1208.1,1169.2,38.9,612.7,66.3,3.2,1.5533,110.3592
5/1/19,Selangor,3324,3225.1,98.9,1260.2,72.5,3,3.0738,101.5183
5/1/19,Terengganu,597.9,579.9,18,324.4,64.8,3,5.329,103.137
5/1/19,W.P. Kuala Lumpur,999.1,969.7,29.4,424.3,70.2,2.9,3.139,101.6869
5/1/19,W.P. Labuan,109.7,105.3,4.5,57.5,65.6,4.1,5.2831,115.2308
5/1/20,Johor,1686.7,1610.1,76.7,722.6,70,4.5,1.4854,103.7618
5/1/20,Kedah,916.7,876.7,40.1,469,66.2,4.4,6.1184,100.3685
5/1/20,Kelantan,703.6,674.2,29.4,411.1,63.1,4.2,6.1254,102.2381
5/1/20,Melaka,554.9,534.7,20.2,260.7,68,3.6,2.1896,102.2501
5/1/20,Negeri Sembilan,652.9,624.5,28.5,322.3,67,4.4,2.7258,101.9424
5/1/20,Pahang,760.5,728.9,31.6,391.6,66,4.1,3.8126,103.3256
5/1/20,Perak,1106,1060.8,45.2,598.7,64.9,4.1,4.5921,101.0901
5/1/20,Perlis,130.5,125.3,5.2,74.8,63.6,3.9,6.4449,100.2045
5/1/20,Pulau Pinang,808.1,780.3,27.8,359.1,69.2,3.4,5.4141,100.3288
5/1/20,Putrajaya,80,76.8,3.2,38.3,67.6,4,2.9264,101.6964
5/1/20,Sabah,1304.9,1218.6,86.3,715.2,64.6,6.6,5.9788,116.0753
5/1/20,Sarawak,1218.3,1164.3,54,599.4,67,4.4,1.5533,110.3592
5/1/20,Selangor,3280.7,3147,133.7,1326.6,71.2,4.1,3.0738,101.5183
5/1/20,Terengganu,610.7,582.2,28.5,319.4,65.7,4.7,5.329,103.137
5/1/20,W.P. Kuala Lumpur,992.6,951.4,41.1,429.3,69.8,4.1,3.139,101.6869
5/1/20,W.P. Labuan,110.3,103.8,6.6,57.7,65.7,6,5.2831,115.2308
5/1/21,Johor,1690.9,1622.2,68.7,711.4,70.4,4.1,1.4854,103.7618
5/1/21,Kedah,897.9,863.1,34.8,451.3,66.5,3.9,6.1184,100.3685
5/1/21,Kelantan,701.7,674.1,27.7,406.2,63.3,3.9,6.1254,102.2381
5/1/21,Melaka,554.7,533.6,21,247.5,69.1,3.8,2.1896,102.2501
5/1/21,Negeri Sembilan,650.8,626.6,24.2,325,66.7,3.7,2.7258,101.9424
5/1/21,Pahang,751.8,721.1,30.7,391.2,65.8,4.1,3.8126,103.3256
5/1/21,Perak,1086.4,1042.7,43.7,571.8,65.5,4,4.5921,101.0901
5/1/21,Perlis,131.1,125.5,5.6,76,63.3,4.3,6.4449,100.2045
5/1/21,Pulau Pinang,814,787.1,26.8,355.9,69.6,3.3,5.4141,100.3288
5/1/21,Putrajaya,79.7,76.5,3.2,38.2,67.6,4,2.9264,101.6964
5/1/21,Sabah,1317.3,1239.8,77.4,733.2,64.2,5.9,5.9788,116.0753
5/1/21,Sarawak,1205.7,1151.3,54.4,588,67.2,4.5,1.5533,110.3592
5/1/21,Selangor,3322.3,3186.3,136,1345.5,71.2,4.1,3.0738,101.5183
5/1/21,Terengganu,610.4,583.3,27.1,354.2,63.3,4.4,5.329,103.137
5/1/21,W.P. Kuala Lumpur,1003.4,964,39.3,451.9,68.9,3.9,3.139,101.6869
5/1/21,W.P. Labuan,111.9,105.5,6.5,59.3,65.3,5.8,5.2831,115.2308
5/1/22,Johor,1689.9,1644,45.9,737.6,69.6,2.7,1.4854,103.7618
5/1/22,Kedah,914.7,889.4,25.3,471.9,66,2.8,6.1184,100.3685
5/1/22,Kelantan,699.4,675.1,24.3,421.6,62.4,3.5,6.1254,102.2381
5/1/22,Melaka,556.8,541.6,15.1,274.6,67,2.7,2.1896,102.2501
5/1/22,Negeri Sembilan,647.6,630.6,17,307.9,67.8,2.6,2.7258,101.9424
5/1/22,Pahang,765.8,744.6,21.2,394.8,66,2.8,3.8126,103.3256
5/1/22,Perak,1098,1065.7,32.3,603.9,64.5,2.9,4.5921,101.0901
5/1/22,Perlis,130.8,127.3,3.5,75.9,63.3,2.7,6.4449,100.2045
5/1/22,Pulau Pinang,801,780.5,20.4,378.3,67.9,2.5,5.4141,100.3288
5/1/22,Putrajaya,80.8,78.5,2.2,37.8,68.1,2.8,2.9264,101.6964
5/1/22,Sabah,1294.7,1220.9,73.8,744.9,63.5,5.7,5.9788,116.0753
5/1/22,Sarawak,1206.7,1168.7,37.9,590.4,67.1,3.1,1.5533,110.3592
5/1/22,Selangor,3294.9,3206.1,88.8,1337.4,71.1,2.7,3.0738,101.5183
5/1/22,Terengganu,608.4,586.9,21.6,338.1,64.3,3.5,5.329,103.137
5/1/22,W.P. Kuala Lumpur,999.1,970.4,28.7,426.2,70.1,2.9,3.139,101.6869
5/1/22,W.P. Labuan,110.3,105.1,5.1,57.2,65.9,4.7,5.2831,115.2308
6/1/19,Johor,1685.1,1643.8,41.3,759.1,68.9,2.4,1.4854,103.7618
6/1/19,Kedah,886.8,865.1,21.7,431.3,67.3,2.4,6.1184,100.3685
6/1/19,Kelantan,692.3,667.5,24.8,387.7,64.1,3.6,6.1254,102.2381
6/1/19,Melaka,543.6,529.6,14,258.4,67.8,2.6,2.1896,102.2501
6/1/19,Negeri Sembilan,661.2,644.4,16.9,334.5,66.4,2.6,2.7258,101.9424
6/1/19,Pahang,755.8,736,19.8,384.9,66.3,2.6,3.8126,103.3256
6/1/19,Perak,1098.5,1067.2,31.3,613.2,64.2,2.9,4.5921,101.0901
6/1/19,Perlis,129.7,126.2,3.5,72.5,64.1,2.7,6.4449,100.2045
6/1/19,Pulau Pinang,803.8,784.2,19.5,350.9,69.6,2.4,5.4141,100.3288
6/1/19,Putrajaya,79.6,77.6,2,37.2,68.2,2.5,2.9264,101.6964
6/1/19,Sabah,1304.6,1239.3,65.2,732.8,64,5,5.9788,116.0753
6/1/19,Sarawak,1191.3,1153.5,37.9,581.8,67.2,3.2,1.5533,110.3592
6/1/19,Selangor,3369.1,3278.9,90.2,1313.8,71.9,2.7,3.0738,101.5183
6/1/19,Terengganu,595.4,574.4,21.1,330.1,64.3,3.5,5.329,103.137
6/1/19,W.P. Kuala Lumpur,1002.6,979.1,23.6,423.8,70.3,2.4,3.139,101.6869
6/1/19,W.P. Labuan,111,106.3,4.7,56.5,66.3,4.3,5.2831,115.2308
6/1/20,Johor,1693.2,1621.1,72,755.5,69.1,4.3,1.4854,103.7618
6/1/20,Kedah,889.7,850.7,39,464.3,65.7,4.4,6.1184,100.3685
6/1/20,Kelantan,691.9,664,27.9,428.9,61.7,4,6.1254,102.2381
6/1/20,Melaka,550.2,528.8,21.3,258.7,68,3.9,2.1896,102.2501
6/1/20,Negeri Sembilan,657.9,631.1,26.8,348.1,65.4,4.1,2.7258,101.9424
6/1/20,Pahang,761.7,731.1,30.7,404.4,65.3,4,3.8126,103.3256
6/1/20,Perak,1091.7,1045.5,46.2,601.8,64.5,4.2,4.5921,101.0901
6/1/20,Perlis,131.9,126.4,5.4,70.7,65.1,4.1,6.4449,100.2045
6/1/20,Pulau Pinang,815.2,781.4,33.8,365.9,69,4.2,5.4141,100.3288
6/1/20,Putrajaya,78.8,75.8,3.1,37.2,68,3.9,2.9264,101.6964
6/1/20,Sabah,1298.8,1214.7,84.1,728.1,64.1,6.5,5.9788,116.0753
6/1/20,Sarawak,1238.1,1182.9,55.2,595.9,67.5,4.5,1.5533,110.3592
6/1/20,Selangor,3332,3202,130,1375.3,70.8,3.9,3.0738,101.5183
6/1/20,Terengganu,605.5,576.7,28.8,325.7,65,4.8,5.329,103.137
6/1/20,W.P. Kuala Lumpur,1000.1,958.3,41.9,424.5,70.2,4.2,3.139,101.6869
6/1/20,W.P. Labuan,107.9,101.7,6.2,54.6,66.4,5.7,5.2831,115.2308
6/1/21,Johor,1690.8,1629.5,61.3,749.8,69.3,3.6,1.4854,103.7618
6/1/21,Kedah,916.8,881.3,35.4,464.7,66.4,3.9,6.1184,100.3685
6/1/21,Kelantan,704,672.8,31.2,428.7,62.2,4.4,6.1254,102.2381
6/1/21,Melaka,548.2,528.5,19.7,259.4,67.9,3.6,2.1896,102.2501
6/1/21,Negeri Sembilan,646.2,621.3,24.9,312.3,67.4,3.9,2.7258,101.9424
6/1/21,Pahang,754.9,724.7,30.2,389,66,4,3.8126,103.3256
6/1/21,Perak,1095.4,1053.9,41.5,555.8,66.3,3.8,4.5921,101.0901
6/1/21,Perlis,131.6,126.6,5,71.4,64.8,3.8,6.4449,100.2045
6/1/21,Pulau Pinang,817.8,786.8,31,357.3,69.6,3.8,5.4141,100.3288
6/1/21,Putrajaya,77.6,74.6,3,37.8,67.3,3.9,2.9264,101.6964
6/1/21,Sabah,1300.4,1220.3,80.1,735.6,63.9,6.2,5.9788,116.0753
6/1/21,Sarawak,1204.7,1151.2,53.4,571.1,67.8,4.4,1.5533,110.3592
6/1/21,Selangor,3269.9,3139.6,130.3,1303.7,71.5,4,3.0738,101.5183
6/1/21,Terengganu,603.9,577.1,26.8,318.8,65.4,4.4,5.329,103.137
6/1/21,W.P. Kuala Lumpur,990.7,955.3,35.4,435.2,69.5,3.6,3.139,101.6869
6/1/21,W.P. Labuan,110.3,104.1,6.2,56.9,65.9,5.6,5.2831,115.2308
6/1/22,Johor,1692.7,1641,51.7,743.6,69.5,3.1,1.4854,103.7618
6/1/22,Kedah,897.2,867.3,30,460.9,66.1,3.3,6.1184,100.3685
6/1/22,Kelantan,690.6,670.4,20.2,397.6,63.5,2.9,6.1254,102.2381
6/1/22,Melaka,551.2,535.2,16,248.3,68.9,2.9,2.1896,102.2501
6/1/22,Negeri Sembilan,651.1,632.2,18.9,325.6,66.7,2.9,2.7258,101.9424
6/1/22,Pahang,748.1,726.1,22,393.5,65.5,2.9,3.8126,103.3256
6/1/22,Perak,1102.2,1068.7,33.5,605.6,64.5,3,4.5921,101.0901
6/1/22,Perlis,128.2,124.1,4.1,71.4,64.2,3.2,6.4449,100.2045
6/1/22,Pulau Pinang,801.9,780.1,21.8,350.6,69.6,2.7,5.4141,100.3288
6/1/22,Putrajaya,80,77.7,2.3,36,69,2.8,2.9264,101.6964
6/1/22,Sabah,1305.1,1236.2,68.9,728.3,64.2,5.3,5.9788,116.0753
6/1/22,Sarawak,1193.6,1152.9,40.7,553.3,68.3,3.4,1.5533,110.3592
6/1/22,Selangor,3278,3181.3,96.7,1322,71.3,3,3.0738,101.5183
6/1/22,Terengganu,591.6,570.4,21.2,309.2,65.7,3.6,5.329,103.137
6/1/22,W.P. Kuala Lumpur,988.9,958,30.9,409.6,70.7,3.1,3.139,101.6869
6/1/22,W.P. Labuan,108.6,103.3,5.4,53.3,67.1,4.9,5.2831,115.2308
7/1/19,Johor,1686.5,1640.2,46.4,759.9,68.9,2.7,1.4854,103.7618
7/1/19,Kedah,896.9,877.3,19.6,444.1,66.9,2.2,6.1184,100.3685
7/1/19,Kelantan,694.8,673.6,21.3,406.2,63.1,3.1,6.1254,102.2381
7/1/19,Melaka,545.2,531.2,14,269.2,66.9,2.6,2.1896,102.2501
7/1/19,Negeri Sembilan,658,639.7,18.2,337.8,66.1,2.8,2.7258,101.9424
7/1/19,Pahang,743.8,725.3,18.5,383.8,66,2.5,3.8126,103.3256
7/1/19,Perak,1090.8,1057.9,32.9,567.5,65.8,3,4.5921,101.0901
7/1/19,Perlis,131.6,127.8,3.8,71.8,64.7,2.9,6.4449,100.2045
7/1/19,Pulau Pinang,810,789.2,20.8,359.4,69.3,2.6,5.4141,100.3288
7/1/19,Putrajaya,78.8,77,1.8,37,68,2.3,2.9264,101.6964
7/1/19,Sabah,1289.6,1227,62.7,724.2,64,4.9,5.9788,116.0753
7/1/19,Sarawak,1205.9,1165.4,40.5,613.1,66.3,3.4,1.5533,110.3592
7/1/19,Selangor,3277.2,3187.1,90.1,1293.3,71.7,2.8,3.0738,101.5183
7/1/19,Terengganu,607.9,589.8,18.2,321.1,65.4,3,5.329,103.137
7/1/19,W.P. Kuala Lumpur,994.3,968.5,25.8,440.6,69.3,2.6,3.139,101.6869
7/1/19,W.P. Labuan,111.1,106.3,4.8,56.3,66.4,4.4,5.2831,115.2308
7/1/20,Johor,1679.7,1613.7,66,737.2,69.5,3.9,1.4854,103.7618
7/1/20,Kedah,891.8,855.4,36.5,466.7,65.6,4.1,6.1184,100.3685
7/1/20,Kelantan,698.5,666.7,31.7,420.9,62.4,4.5,6.1254,102.2381
7/1/20,Melaka,547.6,528.4,19.2,271.4,66.9,3.5,2.1896,102.2501
7/1/20,Negeri Sembilan,646.7,620.9,25.7,320.4,66.9,4,2.7258,101.9424
7/1/20,Pahang,746,714,32,382,66.1,4.3,3.8126,103.3256
7/1/20,Perak,1082.3,1038.1,44.2,601,64.3,4.1,4.5921,101.0901
7/1/20,Perlis,129.7,124.4,5.3,70.6,64.7,4.1,6.4449,100.2045
7/1/20,Pulau Pinang,776,747.8,28.2,365.5,68,3.6,5.4141,100.3288
7/1/20,Putrajaya,78.7,75.6,3.1,37.8,67.5,4,2.9264,101.6964
7/1/20,Sabah,1286.2,1203.8,82.4,731.2,63.8,6.4,5.9788,116.0753
7/1/20,Sarawak,1190.3,1137.1,53.1,569.7,67.6,4.5,1.5533,110.3592
7/1/20,Selangor,3255,3134.8,120.2,1311,71.3,3.7,3.0738,101.5183
7/1/20,Terengganu,599.3,571.3,28,321.8,65.1,4.7,5.329,103.137
7/1/20,W.P. Kuala Lumpur,1010.9,965.3,45.6,441,69.6,4.5,3.139,101.6869
7/1/20,W.P. Labuan,109.2,102.7,6.5,58.2,65.2,5.9,5.2831,115.2308
7/1/21,Johor,1680.2,1617.7,62.5,747.3,69.2,3.7,1.4854,103.7618
